,Marca,Modelo,Precio,Combustible,Anyo,Kilometros,Potencia,Vendedor_profesional,dealer,Comunidad_Autonoma
232,NISSAN,LEAF,10990,Eléctrico,2015.0,84300,109.0,True,Autos Madrid Alcala de Henares,Comunidad_de_Madrid
233,PEUGEOT,208,7999,Gasolina,2017.0,66500,82.0,False,acfd112e2c14f57e25fed7809825cc75,Comunidad_Valenciana
234,DS,DS 7 Crossback,35000,Diésel,2018.0,53225,180.0,True,Citroën Cosersa,Andalucía
235,MAZDA,CX-3,16900,Gasolina,2015.0,65000,120.0,True,Automoviles Andres,Comunidad_Valenciana
236,MERCEDES-BENZ,Vito,39809,Diésel,2020.0,950,136.0,True,Mercedes Adarsa Valladolid (Grupo Adarsa),Castilla_y_León
237,PEUGEOT,2008,15900,Diésel,2018.0,79144,120.0,True,Carza Ocasión,Aragón
238,TOYOTA,Prius+,23900,Gasolina,2019.0,9999,136.0,True,GrupoBafer,Castilla_y_León
239,OPEL,Crossland X,16990,Gasolina,2018.0,20000,110.0,True,Guardamar Cars,Comunidad_Valenciana
240,MASERATI,Quattroporte,49000,Diésel,2015.0,26000,275.0,False,1ccba8b3a766ce4a929e9a5e30f15ff0,Comunidad_Valenciana
241,PEUGEOT,308,13910,Gasolina,2016.0,82000,130.0,True,Málaga Ocasión,Andalucía
242,ABARTH,500,27500,Gasolina,2019.0,2023,180.0,True,Vian Automobile,Aragón
243,SEAT,ALTEA,5800,Diésel,2011.0,110000,105.0,False,b2488a9a252a8ce6fe60f8869bca5406,Principado_de_Asturias
244,FORD,Focus,10600,Diésel,2015.0,73000,115.0,True,"AUTOMOVILES WILFER S,L",Catalunya
245,AUDI,A5,16900,Diésel,2010.0,179000,240.0,True,Cars Route 66,Castilla_y_León
246,OPEL,Zafira,1500,Diésel,2005.0,300000,122.96774193548389,False,94d7946c38789be9e7c97e351e411e05,Comunidad_de_Madrid
247,BMW,Serie 3,2999,Diésel,2006.0,220000,170.32142857142858,False,e052450f29b2e0e9a53fd4eb389e25a9,Islas_Baleares
248,CHEVROLET,Corvette,35000,Gasolina,2005.0,68000,440.0,False,036e3491ba499df64611c82b6bcdd37d,Comunidad_de_Madrid
249,AUDI,Q5,23500,Diésel,2016.0,121000,150.0,False,0f94ed47ee9b1ee64e399f2d840abb79,Andalucía
250,AUDI,Q5,25490,Diésel,2015.0,87769,190.0,True,Albacoches,Castilla_La_Mancha
251,CITROEN,C4 Picasso,3450,Diésel,2010.0,222000,118.11458333333331,False,808aff877d6df383954654f92cf1799e,Región_de_Murcia
252,VOLKSWAGEN,Passat,1500,Gasolina,1983.0,227000,90.0,False,e4392a67989b2de9b5f5e7e1c5913373,Galicia
253,TOYOTA,Rav4,24990,Híbrido,2018.0,43018,197.0,True,Gamboa Ocasión,Comunidad_de_Madrid
254,SKODA,Fabia,5600,Gasolina,2014.0,77500,81.3010752688172,False,8fe918632d847e8ea3ebffbd47bd8ca9,Extremadura
255,FIAT,500X,15900,Gasolina,2018.0,52600,170.0,True,SERVICAR 3000 S.L.,Región_de_Murcia
256,OPEL,Vivaro,14463,Diésel,2018.0,85650,125.0,True,Talleres Hermindo S.L,Galicia
257,MERCEDES-BENZ,Clase A,21400,Gasolina,2018.0,41392,163.0,True,Tml Fabrica De Remolques,Andalucía
258,BMW,Serie 3,11900,Diésel,2011.0,110000,163.0,True,Davicar,Catalunya
259,FORD,Focus,6490,Diésel,2011.0,174704,115.0,True,Flexicar Vizcaya,País_Vasco
260,AUDI,A5,10000,Diésel,2009.0,163000,190.0,False,e9696eee24d340f536209814830cc44c,Aragón
261,BMW,X1,23900,Diésel,2016.0,46600,150.0,True,Auto Sport Moraleja,Comunidad_de_Madrid
262,PEUGEOT,308,14400,Diésel,2016.0,99234,150.0,True,Ocasion Plus Getafe,Comunidad_de_Madrid
263,NISSAN,Micra,12990,Gasolina,2019.0,25733,100.0,True,PSA Retail Zaragoza- Ctr. Madrid,Aragón
264,NISSAN,QASHQAI,16800,Gasolina,2018.0,26376,115.0,True,AUTOBECO (SEAT),Andalucía
265,RENAULT,Clio,7400,Diésel,2016.0,126320,75.0,True,Subasta Car Sevilla,Andalucía
266,FIAT,Tipo,18390,Gasolina,2018.0,0,95.0,True,Grupo Montalt - Donnay,Catalunya
267,MAZDA,CX-5,18900,Diésel,2017.0,75377,150.0,True,Ocasion Plus,Andalucía
268,CITROEN,C3,2000,Gasolina,2004.0,96000,75.0,False,7641b5b1c7276c07e11f9cb5b74ddfc9,Catalunya
269,BMW,Serie 1,4699,Diésel,2007.0,352000,122.0,False,fed7741e5e2c1061807a130491a88a80,Comunidad_de_Madrid
270,MERCEDES-BENZ,Clase C,11000,Gasolina,2008.0,220000,184.0,False,8d895559ac2d10906a7e765bb922f7da,Andalucía
271,OPEL,Corsa,6999,Diésel,2017.0,127530,75.0,True,Bella Machina,Comunidad_de_Madrid
272,VOLKSWAGEN,Tiguan,41875,Gasolina,2020.0,0,150.0,True,Volkswagen Grupo Aupisa,Comunidad_de_Madrid
273,NISSAN,Interstar,4500,Diésel,2004.0,245000,82.0,False,c6cc8094c2dc07b700ffcc36d64e2138,Catalunya
274,FIAT,Panda,7900,Gasolina,2017.0,78580,69.0,True,Webycar,Catalunya
275,SEAT,Leon,3900,Diésel,2006.0,260000,105.0,False,40da91d4bb20258303da423c4e53f2a1,Navarra
276,OPEL,Astra,1750,Diésel,2006.0,258069,116.09283819628648,False,f263181084fc3442ce9d6d285c88104b,Comunidad_de_Madrid
277,AUDI,A6,63900,Gasolina,2016.0,98100,605.0,True,GTS CARS,Catalunya
278,VOLKSWAGEN,Golf,4900,Diésel,2007.0,186000,121.5489566613162,False,172522ec1028ab781d9dfd17eaca4427,Catalunya
279,VOLKSWAGEN,Golf,17450,Diésel,2018.0,35000,115.0,True,Plusmotor,Andalucía
280,VOLKSWAGEN,Touareg,8900,Diésel,2008.0,161608,174.0,False,f6aa7331fe78ee7eac93cbbd1f5cdf75,Andalucía
281,OPEL,Astra,7950,Diésel,2012.0,82400,110.0,True,Autofesa,Comunidad_de_Madrid
282,MITSUBISHI,Grandis,5100,Diésel,2007.0,165000,136.0,False,de595915c3a9da1658377996fab6951a,Comunidad_de_Madrid
283,BMW,Serie 3,75000,Gasolina,2017.0,15000,431.0,False,651faef175451b43088ed6fab4aab961,Comunidad_de_Madrid
284,FORD,Focus,11750,Gasolina,2018.0,25583,125.0,True,Ford Deysa Conde de Peñalver,Comunidad_de_Madrid
285,ALFA ROMEO,Giulia,17990,Diésel,2017.0,16700,150.0,True,Automóviles Cervera,Castilla_y_León
286,KIA,Pro Ceed,4290,Gasolina,2008.0,142000,143.0,True,Carles III,Catalunya
287,FORD,EcoSport,19500,Gasolina,2019.0,0,125.0,True,Grupo Montalt Mundicar,Comunidad_Valenciana
288,JAGUAR,Serie XJ,11000,Gasolina,1997.0,76200,290.0,True,Autotrade,Comunidad_de_Madrid
289,AUDI,A3,1200,Diésel,2001.0,300000,128.46183953033267,False,885383f16fccd10370814fcd862aa10d,Andalucía
290,AUDI,A6,2690,Gasolina,2001.0,99000,150.0,True,Icotxes,Catalunya
291,MERCEDES-BENZ,Clase CLK,3890,Gasolina,2000.0,142000,193.0,False,0bc24d6453cd7013f80f2a3a700ac703,Comunidad_de_Madrid
292,MERCEDES-BENZ,Clase E,71500,Diésel,2020.0,0,194.0,True,Concesur,Andalucía
293,SUZUKI,Ignis,14730,Gasolina,2021.0,0,83.0,True,Suzuki Suvisa,Castilla_y_León
294,OPEL,Insignia,9999,Diésel,2015.0,109000,140.0,True,WagenMuñoz,Andalucía
295,FORD,Puma,19990,Gasolina,2020.0,0,125.0,True,Motorauto Leganes,Comunidad_de_Madrid
296,AUDI,Q7,64500,Diésel,2019.0,9950,286.0,True,Serramóvil,Comunidad_Valenciana
297,PEUGEOT,406,1000,Diésel,2004.0,334000,108.4,False,27d2abba75fc7ec93e9c625fe3af8467,Andalucía
298,JEEP,Renegade,21800,Gasolina,2020.0,0,120.0,True,Grupo Montalt Mundicar,Comunidad_Valenciana
299,CITROEN,C-15,1500,Diésel,2004.0,170000,60.0,False,ddbc9b8f4ac8d261ab6fe69ce5d8deed,Catalunya
300,OPEL,Vectra,4950,Diésel,2007.0,262000,120.0,True,Urkel Automoviles,Catalunya
301,VOLKSWAGEN,Golf,12900,Gasolina,2014.0,154000,122.0,True,Start Motor,Galicia
302,VOLKSWAGEN,Passat,23500,Diésel,2016.0,57205,150.0,True,Automóviles Argüelles,Comunidad_de_Madrid
303,MINI,MINI,3800,Gasolina,2004.0,196000,115.0,False,68306c3af365d0638ca6a65e96012770,Catalunya
304,PORSCHE,911,295000,Gasolina,1992.0,54400,260.0,True,Autotrade,Comunidad_de_Madrid
305,OPEL,Astra,990,Diésel,2005.0,371000,120.0,False,0f4bb8455d27349b8273109b66a847f3,Galicia
306,PEUGEOT,3008,21490,Diésel,2018.0,137166,130.0,True,Antamotor,Galicia
307,CITROEN,C2,1500,Gasolina,2009.0,120009,69.4,False,098a50f333b9fc79b806dd51ed4ea859,Andalucía
308,CITROEN,C3,8499,Diésel,2015.0,116135,99.0,True,Flexicar Sevilla,Andalucía
309,AUDI,A5,25900,Diésel,2017.0,114440,190.0,True,Automóviles Gabilondo,Castilla_y_León
310,PEUGEOT,3008,7500,Diésel,2010.0,149266,127.67582417582418,False,ab02fceb9689114b1cd1844e456c0695,Castilla_La_Mancha
311,TOYOTA,Yaris,11290,Gasolina,2016.0,52840,69.0,True,Flexicar Vizcaya,País_Vasco
312,SSANGYONG,Tivoli,16990,Gasolina,2019.0,30242,128.0,True,Eurotoledo,Castilla_La_Mancha
313,CITROEN,C5 Aircross,26750,Diésel,2021.0,0,131.0,True,Gidecar,Castilla_La_Mancha
314,RENAULT,Clio,16300,Diésel,2020.0,4500,85.0,True,Renault Llucmajor,Islas_Baleares
315,FORD,Kuga,15900,Diésel,2016.0,110114,150.0,True,Eurocoche Aspe,Comunidad_Valenciana
316,FORD,Kuga,17900,Gasolina,2018.0,37800,120.0,True,Motorauto Leganes,Comunidad_de_Madrid
317,OPEL,Astra,1800,Gasolina,2001.0,302000,124.13658536585366,False,0b69a537036055d36e59094fee826dc9,Canarias
318,RENAULT,Captur,16300,Gasolina,2019.0,28337,90.0,True,Gaursa,País_Vasco
319,KIA,Stonic,15500,Gasolina,2019.0,12000,100.0,True,Valgauto Motor Valencia,Comunidad_Valenciana
320,VOLKSWAGEN,Passat,21900,Diésel,2017.0,47973,150.0,True,Ocasion Plus,Comunidad_de_Madrid
321,SEAT,Leon,6900,Gasolina,2011.0,139500,125.0,False,2e1b4aa73e5d7eea0c1e1847db30aceb,Catalunya
322,RENAULT,Grand Scenic,14900,Diésel,2017.0,79364,130.0,True,Subasta Car Sevilla,Andalucía
323,CITROEN,C4 Cactus,14700,Gasolina,2019.0,39686,110.0,True,PSA Retail Palma- Son Castello,Islas_Baleares
324,SEAT,Tarraco,31300,Gasolina,2020.0,1,150.0,True,Autos Juanjo,Comunidad_de_Madrid
325,LAND-ROVER,Range Rover Evoque,34900,Diésel,2018.0,15000,180.0,True,Grupo Montalt,Región_de_Murcia
326,NISSAN,QASHQAI,15495,Gasolina,2018.0,82734,115.0,True,VALENCIA-A,Comunidad_Valenciana
327,IVECO,Daily,21659,Diésel,2019.0,61900,136.0,True,Vidal Movil,Comunidad_de_Madrid
328,PORSCHE,Cayenne,32500,Diésel,2013.0,108900,245.0,True,DRIVETEAM,Catalunya
329,VOLKSWAGEN,Polo,5590,Diésel,2010.0,160472,90.0,True,Canalcar,Comunidad_de_Madrid
330,SEAT,Arona,17200,Diésel,2019.0,10214,115.0,True,Autos Ferrol,Galicia
331,MERCEDES-BENZ,Clase GLC,30990,Diésel,2016.0,126000,204.0,True,Flexicar Vizcaya,País_Vasco
332,LEXUS,NX,24000,Híbrido,2016.0,62000,197.0,False,f4a1c8901a3d406f17af67144a3ec71a,Andalucía
333,LEXUS,IS,21000,Híbrido,2016.0,45000,223.0,False,364a440226e1b575411a0e324e712d17,Comunidad_de_Madrid
334,LEXUS,RX,23900,Híbrido,2013.0,135000,299.0,True,Piniauto Motor,Comunidad_de_Madrid
335,CITROEN,C3,8900,Diésel,2016.0,61536,99.0,True,Crestanevada S.L,Andalucía
336,AUDI,Q3,20900,Diésel,2016.0,125400,150.0,True,Autos Garantía,Andalucía
337,RENAULT,Modus,1600,Diésel,2004.0,158000,80.0,False,1b3840b0b70d91c17e70014c8537dbba,Comunidad_de_Madrid
338,MAZDA,CX-3,19500,Gasolina,2018.0,36626,150.0,True,MINICAR PONS,Catalunya
339,MERCEDES-BENZ,Clase C,1000,Gasolina,1997.0,237000,122.0,False,c44688b5061756b3cca2b86c016a1535,Catalunya
340,PEUGEOT,e-208,21000,Eléctrico,2019.0,9600,136.0,True,Psa Retail Huelva,Andalucía
341,VOLKSWAGEN,Passat,20200,Diésel,2018.0,80492,150.0,True,Subasta Car Sevilla,Andalucía
342,BMW,Serie 2 Gran Tourer,16950,Diésel,2018.0,88000,150.0,True,CSV Motor,Comunidad_Valenciana
343,AUDI,A3,9000,Gasolina,2008.0,179000,160.0,False,cb8c6233a88f1dc1cc2626a029edf118,Comunidad_de_Madrid
344,SSANGYONG,Kyron,4999,Diésel,2006.0,220000,141.0,True,Green Cars,Andalucía
345,RENAULT,Clio,13990,Gasolina,2020.0,2000,100.0,True,Autos Roso,Canarias
346,VOLKSWAGEN,Golf,18789,Diésel,2019.0,10513,115.0,True,Volcenter,Comunidad_Valenciana
347,RENAULT,Trafic,17900,Diésel,2016.0,59000,95.0,True,Autos Serrano,Andalucía
348,SEAT,Ibiza,2500,Diésel,2003.0,168000,94.28936170212766,False,a94652aa97c7211ba8954dd15a3cf838,Comunidad_Valenciana
349,RENAULT,R5,1950,Gasolina,1988.0,202000,83.5,False,4f27b77fd1ff39b1100d130d1ffc3900,Andalucía
350,MINI,MINI,19975,Gasolina,2018.0,30000,136.0,True,Motor Munich,Catalunya
351,VOLKSWAGEN,Golf,17199,Diésel,2019.0,39395,115.0,True,DriveOn,Andalucía
352,MERCEDES-BENZ,Clase C,24900,Diésel,2016.0,104000,170.0,True,Ureta Motor,Castilla_y_León
353,BMW,Serie 1,4800,Diésel,2008.0,231000,138.00596421471172,False,3f3e096e3a6049812173391d9136cfe9,Comunidad_de_Madrid
354,PEUGEOT,107,4500,Gasolina,2007.0,56000,68.0,True,Talleres Autocenter,Comunidad_Valenciana
355,AUDI,A3,17990,Diésel,2015.0,87624,110.0,True,Flexicar Badalona,Catalunya
356,RENAULT,Clio III,2500,Diésel,2007.0,185000,75.0,False,71d4ce834afc8bc06d6052fc5ed50c18,Comunidad_Valenciana
357,VOLKSWAGEN,Golf,2800,Diésel,2004.0,287000,121.5489566613162,False,382b7e66c929a22e7153a30b3a578539,Galicia
358,VOLKSWAGEN,Golf,5500,Diésel,2006.0,291000,140.0,False,92f993a3d16c374f38588b5906202cf3,Comunidad_de_Madrid
359,RENAULT,Captur,20190,Diésel,2020.0,5774,115.0,True,Renault Valladolid,Castilla_y_León
360,CITROEN,C3 Pluriel,1990,Diésel,2007.0,201569,70.0,True,Talleres B & B,Comunidad_Valenciana
361,KIA,ceed,15400,Gasolina,2020.0,5,100.0,True,Compostela Concesionario,Galicia
362,CITROEN,Grand C4 Spacetourer,17700,Gasolina,2018.0,53727,130.0,True,Ocasion Plus,Comunidad_de_Madrid
363,OPEL,Corsa,15900,Gasolina,2020.0,12984,100.0,True,Webycar,Catalunya
364,PEUGEOT,407,2800,Diésel,2007.0,271000,132.64285714285714,False,794761a765ceca759536a1bf39100142,Extremadura
365,MAZDA,Mazda6,17990,Diésel,2014.0,85000,175.0,False,c4bd217386b68d86973d8f20821190fb,Aragón
366,BMW,X3,2950,Diésel,2005.0,410000,150.0,True,MARINA MOTOR,Catalunya
367,FORD,Escort,950,Diésel,1998.0,240000,90.0,False,245d88afdebdc12f6d371e22ae6b5d3e,Andalucía
368,MINI,CLUBMAN,19490,Gasolina,2017.0,43350,136.0,True,Barcelona Premium,Catalunya
369,VOLKSWAGEN,Polo,11500,Gasolina,2018.0,48831,95.0,True,Crestanevada S.L,Andalucía
370,OPEL,Movano,19900,Diésel,2019.0,35000,130.0,True,GRUPO PARICIO,Andalucía
371,VOLKSWAGEN,Scirocco,12900,Diésel,2011.0,125000,140.0,True,Aldauto Motor,Comunidad_de_Madrid
372,BMW,Serie 4,29100,Diésel,2017.0,52550,190.0,True,Autopremier Central,Castilla_La_Mancha
373,MERCEDES-BENZ,Clase E,17990,Diésel,2011.0,149500,265.0,True,AUTOGALLERY PREMIUM S.L,Comunidad_de_Madrid
374,SKODA,Superb,7490,Diésel,2011.0,159000,140.0,True,Bioscars,Catalunya
375,TOYOTA,Prius,21100,Híbrido,2019.0,26263,122.0,True,Tml Fabrica De Remolques,Andalucía
376,RENAULT,Megane,2000,Gasolina,2004.0,88000,115.0,True,PEDRO,Comunidad_de_Madrid
377,BMW,Serie 3,19790,Diésel,2017.0,44957,150.0,True,Visacar,Andalucía
378,PEUGEOT,5008,26795,Diésel,2020.0,15,130.0,True,VALENCIA-A,Comunidad_Valenciana
379,RENAULT,Megane,1900,Diésel,2007.0,260000,105.0,False,ab02fceb9689114b1cd1844e456c0695,Castilla_y_León
380,AUDI,Q5,23450,Diésel,2015.0,78000,190.0,True,C.S.V. Motor,Catalunya
381,AUDI,A3,16500,Diésel,2015.0,138200,150.0,False,2f3f9e8fe1f9a2d34652c406caacaa2a,Catalunya
382,SEAT,Cordoba,700,Gasolina,2003.0,16727,87.88888888888889,False,38e2b2e31c0fce9537f735dda9fdf10a,Cantabria
383,PEUGEOT,e-208,29000,Eléctrico,2020.0,2315,136.0,True,GRUPO DIMOLK,Galicia
384,SEAT,Ibiza,4000,Gasolina,2008.0,93000,85.0,False,276a74368ea1b0f374f4d9f00dca6993,Catalunya
385,BMW,Serie 3,34599,Diésel,2019.0,378,190.0,True,DriveOn - Málaga,Andalucía
386,HONDA,Accord,3490,Gasolina,2007.0,280000,159.91304347826087,False,2c20cb5558626540a1704b1fe524ea9a,Comunidad_de_Madrid
387,BMW,Serie 3,14700,Diésel,2011.0,111785,177.0,True,Ocasion Plus,Aragón
388,VOLKSWAGEN,Polo,5000,Gasolina,2010.0,85000,85.0,False,53e6d8d586ac46d654caaac33c2be299,Canarias
389,MERCEDES-BENZ,Clase A,29500,Diésel,2019.0,6558,116.0,True,Autolica,Catalunya
390,OPEL,Astra,11900,Diésel,2018.0,53744,110.0,True,CarNext.com,Comunidad_Valenciana
391,SEAT,Ibiza,12000,Gasolina,2019.0,14800,80.0,True,Autos Trinitario,Comunidad_Valenciana
392,KIA,Picanto,10790,Gasolina,2020.0,16500,67.0,True,Meuri Ocasion,País_Vasco
393,FORD,Grand C-Max,14890,Diésel,2017.0,77000,150.0,True,AUTOCONFI - IDILICAR,Comunidad_de_Madrid
394,MERCEDES-BENZ,GLA,88000,Gasolina,2021.0,0,421.0,True,Mercedes Adarsa Asturias (Grupo Adarsa),Principado_de_Asturias
395,FORD,Focus,23500,Gasolina,2018.0,26000,125.0,True,Automoviles Crespo (Ford),Comunidad_Valenciana
396,PORSCHE,Cayenne,67500,Diésel,2015.0,102000,385.0,True,Araba Cars,País_Vasco
397,PEUGEOT,407,3500,Diésel,2007.0,142000,132.64285714285714,False,662eaa47199461d01a623884080934ab,Catalunya
398,HYUNDAI,i10,8990,Gasolina,2019.0,42690,66.0,True,GOmotor - Grup Oliva Motor,Catalunya
399,PEUGEOT,306,1000,Diésel,1997.0,242000,77.33333333333333,False,662eaa47199461d01a623884080934ab,Castilla_La_Mancha
400,HYUNDAI,IONIQ,21900,Híbrido,2020.0,15,141.0,True,Fornells Motor Girona,Catalunya
401,OPEL,Corsa,14995,Gasolina,2020.0,9305,100.0,True,VALENCIA-A,Comunidad_Valenciana
402,MERCEDES-BENZ,Clase C,55900,Gasolina,2015.0,23487,476.0,True,AutoBeltran Mercedes-Benz & smart,Catalunya
403,LAND-ROVER,Discovery,43990,Diésel,2018.0,89000,258.0,True,TOP CAR,Cantabria
404,PEUGEOT,2008,12990,Diésel,2016.0,136092,100.0,True,"H.Viñaras Toledo, S.A.",Comunidad_de_Madrid
405,CITROEN,Berlingo,11990,Diésel,2016.0,55000,100.0,True,Auto Motor Velez,Andalucía
406,SKODA,Scala,17900,Diésel,2020.0,12000,115.0,True,Skoda -Grupo Ortasa,País_Vasco
407,MERCEDES-BENZ,Clase CLC,10800,Diésel,2008.0,84754,150.0,True,Ocasion Plus,Navarra
408,FORD,Kuga,12990,Diésel,2016.0,106278,120.0,True,Flexicar Bilbao,País_Vasco
409,PORSCHE,Macan,63490,Gasolina,2017.0,46000,360.0,True,Dimasu Motor,Comunidad_de_Madrid
410,FORD,Mondeo,15650,Diésel,2017.0,82000,150.0,True,CSV Motor Sevilla,Andalucía
411,SSANGYONG,Tivoli,13900,Diésel,2018.0,30000,115.0,True,Equip Auto,Canarias
412,AUDI,A4,3500,Diésel,2006.0,187000,154.22428330522766,False,3ba3a0d9c25e0029b49851015145333d,Navarra
413,SUBARU,Outback,37490,Gasolina,2020.0,0,175.0,True,Estil Competicio,Catalunya
414,MERCEDES-BENZ,Clase A,37900,Diésel,2020.0,10,116.0,True,Auto Beltran,Catalunya
415,AUDI,A6,17350,Diésel,2015.0,220940,190.0,False,0e2d4dfb42b4c77baab22015a9cb0661,Región_de_Murcia
416,MERCEDES-BENZ,Clase C,8500,Diésel,2010.0,265000,166.58011049723757,False,01e5f1f0e5b96c82a0e7c46bb9dc2e13,Castilla_y_León
417,RENAULT,Clio,2500,Diésel,2006.0,264887,85.0,True,VEHICULOS LA PLANA 2016,Comunidad_Valenciana
418,MERCEDES-BENZ,Clase E,42900,Diésel,2019.0,21825,194.0,True,Concesur,Andalucía
419,PEUGEOT,3008,26250,Diésel,2019.0,11500,130.0,False,1b4f2200de29400ce0797b5d651afd4c,Catalunya
420,MERCEDES-BENZ,Clase C,11500,Diésel,2009.0,179000,224.0,False,574f4a14d04b2387aa5bf0cf8dbb2687,Catalunya
421,MITSUBISHI,Montero,18000,Diésel,2004.0,230000,160.0,False,e355ec3b68d0fffc37d181f2da9d2fa3,Catalunya
422,OPEL,Corsa,9799,Gasolina,2018.0,28839,90.0,True,Tecfogamotor,Catalunya
423,SEAT,Ibiza,1350,Diésel,2004.0,280000,64.0,True,Cochesamil,Comunidad_Valenciana
424,BMW,X5,53500,Híbrido enchufable,2018.0,65000,313.0,True,FJD MOTOR,Comunidad_de_Madrid
425,PORSCHE,911,139000,Gasolina,2019.0,15263,450.0,True,GranTurismoAutomocion,Región_de_Murcia
426,FIAT,Bravo,7990,Diésel,2013.0,131130,105.0,True,Grupo Motoralba Ocasión,Castilla_La_Mancha
427,VOLKSWAGEN,Touran,8500,Diésel,2013.0,170000,121.58181818181818,False,2231d0878e1f14976c498ad49de37ef6,Castilla_La_Mancha
428,FORD,Fiesta,4499,Diésel,2011.0,120000,70.0,True,Multimarca Sanchinarro,Comunidad_de_Madrid
429,RENAULT,Laguna,400,Diésel,2000.0,295000,131.66304347826087,False,3c9c03d6008a5adf42c2a55dd4a1a9f2,Navarra
430,MINI,Countryman,13490,Gasolina,2011.0,59000,184.0,True,Flexicar Valencia,Comunidad_Valenciana
431,BMW,Serie 5,2700,Gasolina,1999.0,400000,284.5090909090909,False,dfefdb66581190514404f57cdf74a8eb,Galicia
432,LAND-ROVER,Range Rover Evoque,23990,Diésel,2012.0,117300,190.0,True,Mansory Cars,País_Vasco
433,BMW,X3,56500,Diésel,2020.0,9000,265.0,True,BORA BORA AUTOS S.L.U,Principado_de_Asturias
434,FORD,Puma,20300,Gasolina,2020.0,8,125.0,True,Ford Autoinsa Turismos,Castilla_y_León
435,PEUGEOT,308,16900,Gasolina,2019.0,33841,130.0,True,PSA Retail Vigo,Galicia
436,MERCEDES-BENZ,Clase CLA,34200,Diésel,2019.0,19409,170.0,True,Stern Motor,Catalunya
437,OPEL,Astra,10950,Diésel,2016.0,72000,110.0,True,Autansa 3000,Catalunya
438,TOYOTA,Rav4,36000,Híbrido,2019.0,17000,222.0,True,Ald Automotive,Catalunya
439,BMW,Serie 3,13500,Diésel,2013.0,129000,143.0,False,d3446f3b567596e4419db40527473aa7,Castilla_La_Mancha
440,VOLKSWAGEN,Sharan,23900,Diésel,2016.0,30842,150.0,True,Autos J. del Paso,Andalucía
441,AUDI,Q8,105500,Diésel,2019.0,22000,435.0,True,Importy Garage,Catalunya
442,KIA,Sportage,17300,Gasolina,2019.0,19500,132.0,False,0f4bb8455d27349b8273109b66a847f3,Comunidad_de_Madrid
443,FORD,Grand C-Max,13500,Gasolina,2016.0,33500,125.0,True,Grupo Montalt,Región_de_Murcia
444,NISSAN,Terrano II,5000,Gasolina,1997.0,200000,116.0,False,ae4e20ba64f111a3be58a5d207de27bf,Catalunya
445,BMW,Serie 2 Gran Tourer,16800,Diésel,2016.0,99999,150.0,True,Nvcars(Madrid/Rivas),Comunidad_de_Madrid
446,MINI,MINI,20900,Gasolina,2016.0,58000,192.0,True,A7 Motors,Catalunya
447,HYUNDAI,i20,4650,Gasolina,2009.0,91698,78.0,True,Ocasion Plus,Aragón
448,TOYOTA,C-HR,18900,Híbrido,2016.0,19550,122.0,True,Autoforum Toyota,Catalunya
449,CHEVROLET,Aveo,3500,Gasolina,2011.0,151000,101.0,True,Agr Motor 2018 S.L,Castilla_y_León
450,MERCEDES-BENZ,Clase M,12000,Diésel,2007.0,207000,211.97590361445785,False,92eaf3719159c372f3d50337e0a14f57,Catalunya
451,VOLKSWAGEN,Golf,3400,Diésel,2002.0,186250,121.5489566613162,False,daefb426dbeaa9d997bd051f98ed31e5,Galicia
452,TOYOTA,Proace,11695,Diésel,2018.0,119200,122.0,True,Mifurgoneta.com,Comunidad_de_Madrid
453,NISSAN,QASHQAI,19200,Diésel,2019.0,4535,115.0,True,CarNext.com,Catalunya
454,VOLKSWAGEN,Passat,8400,Diésel,2010.0,180000,140.0487804878049,False,0d06dd6fbd43b33fd530a6dad8c053b9,Comunidad_de_Madrid
455,JEEP,Patriot,7995,Diésel,2010.0,199000,140.0,True,Automocion Benicarlo,Comunidad_Valenciana
456,VOLKSWAGEN,Golf,2950,Diésel,2005.0,312000,121.5489566613162,False,481a4417d6166834d184cf32a521003f,Andalucía
457,VOLKSWAGEN,Golf,1500,Diésel,1996.0,2177,121.5489566613162,False,9693e9e92084c07c3913e7de11187a33,Comunidad_Valenciana
458,OPEL,Movano,24400,Diésel,2020.0,1,135.0,True,Mundomovil,Navarra
459,RENAULT,Kangoo Combi,8800,Diésel,2016.0,89990,75.0,True,Flexicar Barcelona,Catalunya
460,FORD,Focus,3900,Diésel,2008.0,200000,115.0,True,Guimacars,Andalucía
461,DACIA,Duster,11500,Gasolina,2015.0,43000,125.0,True,Automóviles Rodríguez,Comunidad_de_Madrid
462,MERCEDES-BENZ,Clase A,20900,Diésel,2016.0,139000,136.0,True,NS Motor,Galicia
463,RENAULT,Clio,2999,Diésel,2011.0,154600,65.0,True,Autodeluxe,Comunidad_de_Madrid
464,RENAULT,Twingo,2250,Gasolina,2008.0,168000,60.0,True,Icars17,Comunidad_de_Madrid
465,RENAULT,Captur,15400,Gasolina,2019.0,18000,90.0,True,Caetano Formula,Galicia
466,AUDI,Q8,79900,Diésel,2018.0,12603,286.0,True,Motorsol Audi,Catalunya
467,SEAT,Cordoba,1150,Diésel,2000.0,370000,96.0,False,5fd6e81b5f6f20a0985a26724f47b95e,Castilla_y_León
468,CITROEN,C4 Cactus,9000,Gasolina,2016.0,49300,82.0,False,ab02fceb9689114b1cd1844e456c0695,Catalunya
469,NISSAN,JUKE,12650,Gasolina,2018.0,41829,112.0,True,Canalcar,Comunidad_de_Madrid
